447	1 
448	1 2 
449	1 
450	1 
451	1 
452	1 
453	1 2 
454	2 
455	1 
456	2 
457	1 
458	1 
459	1 
460	1 
461	1 
462	1 2 
463	1 
464	1 
465	2 
466	2 
467	1 
468	2 
469	2 
470	1 
471	1 
472	1 2 
473	1 
474	1 
475	1 2 
476	2 
477	2 
478	1 
479	2 
480	1 
481	2 
482	2 
483	1 2 
484	1 
485	1 
486	1 
487	1 
488	1 
489	1 
490	2 
491	1 2 
492	1 
493	2 
494	1 2 
495	2 
496	1 
497	1 2 
498	2 
499	2 
500	1 
501	1 
502	1 2 
503	2 
504	2 
505	1 
506	1 
507	1 2 
508	1 
509	1 
510	2 
511	2 
512	1 
513	2 
514	2 
515	1 
516	1 
517	1 2 
518	1 
519	1 
520	1 
521	1 
522	2 
523	1 
524	1 
525	1 2 
526	2 
527	2 
528	1 
529	1 
530	2 
531	1 
532	1 
533	1 
534	1 
535	1 
536	1 
537	1 2 
538	1 
539	1 
540	1 
541	1 
542	2 
543	1 2 
544	1 
545	1 
546	1 2 
547	2 
548	1 2 
549	2 
550	2 
551	1 
552	1 
553	1 
554	2 
555	2 
556	2 
557	1 
558	2 
559	1 2 
560	2 
561	1 
562	1 2 
563	1 2 
564	1 
565	2 
566	2 
567	1 
568	1 
569	1 
570	2 
571	1 
572	1 
573	1 
574	1 2 
575	2 
576	1 2 
577	1 2 
578	2 
579	2 
580	2 
581	1 2 
582	1 2 
583	2 
584	2 
585	1 
586	2 
587	1 2 
588	1 
589	2 
590	1 
591	2 
592	2 
593	1 2 
594	1 
595	1 
596	1 
597	1 
598	2 
599	2 
600	2 
601	1 
602	2 
603	1 
604	2 
605	1 
606	2 
607	1 2 
608	1 
609	1 
610	1 2 
611	1 2 
612	2 
613	1 
614	1 
615	1 
616	1 
617	1 2 
618	2 
619	2 
620	1 
621	1 2 
622	2 
623	2 
624	1 
625	2 
626	2 
627	1 2 
628	2 
629	1 
630	1 
631	2 
632	1 2 
633	1 2 
634	1 
635	1 
636	1 2 
637	2 
638	1 2 
639	1 
640	2 
641	1 
642	2 
643	1 
644	1 
645	1 
646	1 2 
647	1 
648	1 
649	1 
650	1 
651	1 2 
652	2 
653	1 
654	1 
655	2 
656	1 
657	2 
658	1 
659	1 2 
660	1 2 
661	2 
662	1 
663	2 
664	1 
665	1 2 
666	1 2 
667	1 2 
668	1 2 
669	2 
670	1 
671	1 2 
672	1 
673	1 
674	2 
675	1 
676	1 2 
677	1 2 
678	2 
679	1 2 
680	1 
681	1 
682	1 2 
683	1 
684	1 2 
685	2 
686	1 
687	1 
688	1 
689	1 2 
690	1 2 
691	1 
692	1 
693	1 
694	1 
695	1 
696	2 
697	1 2 
698	1 
699	1 
700	1 
701	1 
702	1 
703	1 
704	1 
705	1 
706	1 2 
707	1 
708	1 
709	1 
710	1 2 
711	2 
712	1 2 
713	1 
714	1 
715	1 
716	1 2 
717	1 
718	1 
719	1 
720	1 2 
721	1 
722	1 
723	1 
724	1 
725	1 
726	1 
727	2 
728	1 
729	1 2 
730	1 
731	1 2 
732	1 2 
733	2 
734	1 
735	1 
736	2 
737	2 
738	1 
739	1 
740	1 
741	1 
742	1 
743	2 
744	2 
745	2 
746	2 
747	1 
748	2 
749	2 
750	2 
751	1 2 
752	1 2 
753	1 2 
754	1 
755	1 
756	1 
757	2 
758	1 
759	2 
760	1 
761	2 
762	1 
763	1 
764	1 
765	1 2 
766	2 
767	1 
768	1 
769	1 
770	1 
771	1 
772	2 
773	1 
774	1 
775	1 
776	1 
777	1 
778	1 2 
779	2 
780	1 
781	1 
782	2 
783	1 
784	1 2 
785	1 
786	1 
787	2 
788	1 2 
789	1 2 
790	2 
791	1 
792	2 
793	1 
794	1 2 
795	1 
796	1 
797	1 2 
798	1 
799	1 
800	2 
801	1 2 
802	1 2 
803	1 
804	1 
805	1 
806	1 
807	2 
808	1 
809	1 
810	2 
811	1 
812	1 
813	1 
814	2 
815	1 2 
816	1 2 
817	2 
818	2 
819	1 
820	2 
821	1 
822	1 
823	1 2 
824	1 2 
825	1 
826	1 
827	1 
828	2 
829	2 
830	1 
831	2 
832	2 
833	1 
834	1 
835	1 
836	1 
837	1 
838	2 
839	2 
840	2 
841	1 
842	1 
843	1 
844	2 
845	2 
846	1 
847	1 2 
848	2 
849	2 
850	2 
851	1 2 
852	1 
853	1 
854	1 
855	1 
856	2 
857	2 
858	1 
859	1 
860	1 
861	2 
862	2 
863	1 
864	1 
865	2 
866	1 
867	1 
868	1 2 
869	1 
870	1 2 
871	1 
872	2 
873	1 
874	1 2 
875	1 
876	2 
877	1 
878	2 
879	2 
880	1 2 
881	1 
882	2 
883	1 
884	2 
885	1 
886	1 2 
887	1 
888	2 
889	1 2 
890	1 2 
891	2 
892	2 
893	2 
894	2 
895	1 2 
896	2 
897	2 
898	2 
899	1 
900	2 
901	2 
902	1 
903	1 
904	1 
905	1 
906	2 
907	1 
908	1 2 
909	1 
910	1 
911	1 2 
912	1 2 
913	1 
914	2 
915	1 2 
916	2 
917	1 2 
918	2 
919	1 
920	2 
921	1 
922	1 
923	2 
924	1 2 
925	2 
926	2 
927	1 
928	1 
929	2 
930	1 
931	2 
932	1 2 
933	1 
934	1 2 
935	1 
936	1 
937	2 
938	2 
939	1 
940	1 2 
941	2 
942	2 
943	1 
944	1 
945	2 
946	1 
947	1 2 
948	1 
949	1 
950	1 
951	1 2 
952	2 
953	2 
954	1 2 
955	2 
956	2 
957	1 
958	1 
959	1 
960	1 2 
961	1 
962	1 
963	1 
964	1 
965	2 
966	2 
967	2 
968	1 
969	1 
970	1 
971	1 
972	2 
973	2 
974	1 2 
975	2 
976	2 
977	1 
978	1 
979	1 
980	1 
981	1 
982	1 
983	2 
984	2 
985	1 2 
986	1 
987	1 
988	2 
989	1 
990	1 
991	1 2 
992	1 
993	1 2 
994	1 
995	1 2 
996	1 2 
997	1 
998	1 2 
999	1 
1000	1 2 
